订单编号,订单日期,发货日期,快递,客户编号,客户名称,客户类型,地区编号,省份,区域,区域经理,产品编号,产品大类,产品小类,品牌,产品名称,产品属性,是否退货,金额,数量,折扣,利润
A001433,2021-04-25,2021-04-29,邮政,U20995,白斯云,消费者,R00017,河南,中南,范彩,P01504,办公,器具,Hamilton Beach,微波炉,黑色,,2631.44,2,0.0,183.96
A001433,2021-04-25,2021-04-29,邮政,U20995,白斯云,消费者,R00017,河南,中南,范彩,P01075,办公,信封,Kraft,马尼拉纸信封,红色,,980.98,7,0.0,49.0
A002555,2021-07-31,2021-08-05,圆通,U21100,柯婷,消费者,R00011,福建,华东,洪光,P00205,办公,信封,Kraft,搭扣信封,回收,,109.2,3,0.0,44.52
A002556,2020-05-24,2020-05-27,中通,U20650,付松,公司,R00001,浙江,华东,洪光,P01636,技术,电话,思科,信号增强器,蓝色,,2550.74,6,0.4,84.5
A002556,2020-05-24,2020-05-27,中通,U20650,付松,公司,R00001,浙江,华东,洪光,P00736,技术,配件,Memorex,记忆卡,实惠,,2004.49,7,0.4,-1269.69
A001589,2021-01-23,2021-01-27,邮政,U10600,贾彩,公司,R00011,福建,华东,洪光,P00626,办公,美术,Binney & Smith,画布,金属,,491.12,2,0.0,34.16
A002480,2021-02-05,2021-02-09,中通,U18355,夏明媚,公司,R00025,海南,中南,范彩,P00780,技术,配件,Memorex,键盘,可编程,,679.84,2,0.0,74.76
A002139,2018-03-02,2018-03-09,邮政,U16735,冯立,消费者,R00023,天津,华北,殷莲,P00121,办公,用品,Stiletto,尺子,锯齿状,,162.12,3,0.0,23.94
A002139,2018-03-02,2018-03-09,邮政,U16735,冯立,消费者,R00023,天津,华北,殷莲,P01260,家具,书架,Bush,墙角架,金属,,576.1,1,0.0,126.7
A002139,2018-03-02,2018-03-09,邮政,U16735,冯立,消费者,R00023,天津,华北,殷莲,P01398,技术,配件,Memorex,鼠标,回收,,242.48,2,0.0,43.4
A002139,2018-03-02,2018-03-09,邮政,U16735,冯立,消费者,R00023,天津,华北,殷莲,P01275,家具,椅子,Novimex,沙滩椅,红色,,643.44,3,0.0,257.04
A002557,2019-09-18,2019-09-21,中通,U20035,邱升,小型企业,R00007,黑龙江,东北,楚杰,P00894,技术,设备,柯尼卡,卡片打印机,白色,,3240.16,4,0.0,31.92
A002412,2020-06-03,2020-06-06,中通,U16015,黄磊,消费者,R00012,安徽,华东,洪光,P01397,技术,配件,Enermax,鼠标,实惠,,564.06,3,0.0,140.7
A002412,2020-06-03,2020-06-06,中通,U16015,黄磊,消费者,R00012,安徽,华东,洪光,P01806,办公,标签,Avery,有色标签,白色,,124.04,2,0.0,61.88
A002558,2020-05-31,2020-06-05,邮政,U19825,苏晒明,消费者,R00016,湖北,中南,范彩,P00469,办公,美术,BIC,钢笔,金属,,29.01,2,0.8,-46.59
A002558,2020-05-31,2020-06-05,邮政,U19825,苏晒明,消费者,R00016,湖北,中南,范彩,P01773,办公,美术,Stanley,荧光笔,整包,,27.94,2,0.8,-105.06
A002558,2020-05-31,2020-06-05,邮政,U19825,苏晒明,消费者,R00016,湖北,中南,范彩,P00392,技术,电话,摩托罗拉,耳机,蓝色,,223.27,1,0.4,-137.79
A002558,2020-05-31,2020-06-05,邮政,U19825,苏晒明,消费者,R00016,湖北,中南,范彩,P01554,办公,标签,Novimex,文件夹标签,耐用,,40.32,1,0.0,5.18
A001712,2018-01-27,2018-02-01,邮政,U15400,林康,公司,R00012,安徽,华东,洪光,P01626,技术,电话,诺基亚,信号增强器,蓝色,,637.0,1,0.0,31.78
A002559,2020-03-21,2020-03-25,邮政,U14665,薛娇,消费者,R00011,福建,华东,洪光,P00253,办公,用品,Fiskars,大剪刀,工业,,689.64,3,0.0,178.92
A002559,2020-03-21,2020-03-25,邮政,U14665,薛娇,消费者,R00011,福建,华东,洪光,P00760,办公,用品,Fiskars,剪刀,锯齿状,,834.12,9,0.0,74.34
A002560,2019-11-07,2019-11-12,邮政,U14935,曾锦,公司,R00002,四川,西南,白德伟,P00640,办公,系固,OIC,回形针,混合尺寸,,133.06,4,0.4,-84.78
A000027,2020-08-27,2020-08-31,邮政,U13825,侯虹,公司,R00006,陕西,西北,杨健,P00423,家具,椅子,Hon,扶手椅,每套两件,,6431.46,3,0.0,2443.56
A000027,2020-08-27,2020-08-31,邮政,U13825,侯虹,公司,R00006,陕西,西北,杨健,P01706,家具,椅子,Harbour Creations,摇椅,红色,,686.42,1,0.0,82.32
A002561,2020-05-27,2020-05-29,圆通,U18610,丁妮,公司,R00022,广西,中南,范彩,P00765,办公,用品,Fiskars,剪刀,工业,是,346.92,3,0.0,79.38
A000305,2018-01-22,2018-01-27,圆通,U10240,唐安,消费者,R00001,浙江,华东,洪光,P01859,办公,标签,Novimex,运输标签,白色,,358.68,7,0.0,168.56
A000305,2018-01-22,2018-01-27,圆通,U10240,唐安,消费者,R00001,浙江,华东,洪光,P01559,办公,标签,Novimex,文件夹标签,可调,,57.4,2,0.0,25.76
A000305,2018-01-22,2018-01-27,圆通,U10240,唐安,消费者,R00001,浙江,华东,洪光,P00010,办公,系固,OIC,按钉,金属,,168.34,4,0.4,-33.82
A000244,2020-06-04,2020-06-07,中通,U15490,钱崆,消费者,R00002,四川,西南,白德伟,P01386,家具,书架,宜家,书库,金属,,5079.9,5,0.4,-1862.7
A000244,2020-06-04,2020-06-07,中通,U15490,钱崆,消费者,R00002,四川,西南,白德伟,P01719,家具,椅子,Harbour Creations,椅垫,可调,,834.29,4,0.4,83.33
A000244,2020-06-04,2020-06-07,中通,U15490,钱崆,消费者,R00002,四川,西南,白德伟,P00814,技术,配件,Memorex,键区,实惠,,506.35,4,0.4,-202.61
A000244,2020-06-04,2020-06-07,中通,U15490,钱崆,消费者,R00002,四川,西南,白德伟,P00006,办公,系固,Accos,按钉,金属,,122.98,3,0.4,-10.58
A000719,2020-05-11,2020-05-15,邮政,U13780,俞荷,消费者,R00002,四川,西南,白德伟,P01423,办公,美术,BIC,速写本,整包,是,228.34,5,0.8,-400.26
A001367,2019-03-25,2019-03-29,中通,U13465,楚虢,消费者,R00017,河南,中南,范彩,P00039,办公,纸张,Green Bar,备忘录便条,优质,,158.2,2,0.0,67.76
A001322,2021-02-10,2021-02-14,邮政,U19765,袁荣,公司,R00003,江苏,华东,洪光,P00149,技术,电话,三星,充电器,混合尺寸,,3578.4,2,0.4,298.2
A000176,2021-05-13,2021-05-18,顺丰,U18370,巩明媚,消费者,R00028,内蒙古,华北,殷莲,P00198,办公,信封,Kraft,搭扣信封,银色,,53.2,1,0.0,24.36
A000176,2021-05-13,2021-05-18,顺丰,U18370,巩明媚,消费者,R00028,内蒙古,华北,殷莲,P01227,技术,设备,松下,喷墨打印机,红色,,6926.98,8,0.4,-115.58
A000176,2021-05-13,2021-05-18,顺丰,U18370,巩明媚,消费者,R00028,内蒙古,华北,殷莲,P00607,办公,收纳,Fellowes,盒,工业,,282.24,3,0.0,67.62
A000176,2021-05-13,2021-05-18,顺丰,U18370,巩明媚,消费者,R00028,内蒙古,华北,殷莲,P01485,办公,器具,Hoover,微波炉,黑色,,1725.19,2,0.4,-776.61
A002455,2020-04-10,2020-04-17,邮政,U10735,佘彩,消费者,R00018,湖南,中南,范彩,P01460,办公,系固,Advantus,图钉,每包12个,,60.76,1,0.0,16.94
A002455,2020-04-10,2020-04-17,邮政,U10735,佘彩,消费者,R00018,湖南,中南,范彩,P01287,家具,椅子,Hon,沙滩椅,可调,,800.35,4,0.1,70.67
A002562,2019-04-17,2019-04-24,邮政,U11200,蔡晨,消费者,R00007,黑龙江,东北,楚杰,P01033,办公,器具,Hoover,炉灶,黑色,是,2650.2,1,0.0,742.0
A000701,2020-05-27,2020-05-30,圆通,U17260,郝廉,消费者,R00012,安徽,华东,洪光,P00859,办公,器具,KitchenAid,咖啡研磨机,银色,,332.36,1,0.0,46.48
A002163,2021-01-09,2021-01-13,圆通,U20275,韦实,消费者,R00012,安徽,华东,洪光,P01363,家具,书架,Bush,书架,黑色,,1748.04,3,0.0,436.8
A000920,2020-04-24,2020-04-29,邮政,U16120,田磊,小型企业,R00019,北京,华北,殷莲,P01951,办公,装订,Ibico,装订机盖,透明,,244.72,4,0.0,41.44
A000920,2020-04-24,2020-04-29,邮政,U16120,田磊,小型企业,R00019,北京,华北,殷莲,P00171,技术,复印,Hewlett,传真复印机,红色,,3566.64,4,0.0,356.16
A000920,2020-04-24,2020-04-29,邮政,U16120,田磊,小型企业,R00019,北京,华北,殷莲,P00416,家具,椅子,SAFCO,扶手椅,红色,,6460.02,3,0.0,2842.14
A002563,2021-02-04,2021-02-08,邮政,U14035,赖虎,公司,R00003,江苏,华东,洪光,P00933,办公,器具,Breville,烤面包机,红色,,214.79,1,0.4,21.45
A002563,2021-02-04,2021-02-08,邮政,U14035,赖虎,公司,R00003,江苏,华东,洪光,P01729,家具,椅子,Harbour Creations,椅垫,每套两件,,623.7,3,0.4,-114.66
A002563,2021-02-04,2021-02-08,邮政,U14035,赖虎,公司,R00003,江苏,华东,洪光,P01824,办公,标签,Harbour Creations,圆形标签,白色,,94.5,3,0.0,10.08
A002564,2019-02-27,2019-03-03,邮政,U18670,秦宁,消费者,R00018,湖南,中南,范彩,P01420,办公,美术,Boston,速写本,混合尺寸,,773.25,4,0.2,115.81
A002564,2019-02-27,2019-03-03,邮政,U18670,秦宁,消费者,R00018,湖南,中南,范彩,P00216,办公,装订,Ibico,打孔机,透明,,977.06,7,0.0,331.24
A001670,2021-01-15,2021-01-20,中通,U11155,熊晨,消费者,R00016,湖北,中南,范彩,P01791,办公,信封,Ames,邮寄品,红色,,1470.56,8,0.0,631.68
A002313,2021-03-24,2021-03-30,邮政,U10315,肖保,消费者,R00030,新疆,西北,杨健,P00528,技术,复印,惠普,个人复印机,数字化,是,578.34,1,0.0,219.66
A002313,2021-03-24,2021-03-30,邮政,U10315,肖保,消费者,R00030,新疆,西北,杨健,P00041,办公,纸张,Eaton,备忘录便条,回收,是,318.5,5,0.0,50.4
A002313,2021-03-24,2021-03-30,邮政,U10315,肖保,消费者,R00030,新疆,西北,杨健,P00291,家具,椅子,Hon,凳子,黑色,是,4514.16,6,0.0,44.52
A002313,2021-03-24,2021-03-30,邮政,U10315,肖保,消费者,R00030,新疆,西北,杨健,P00219,办公,装订,Wilson Jones,打孔机,耐用,是,963.34,7,0.0,442.96
A002313,2021-03-24,2021-03-30,邮政,U10315,肖保,消费者,R00030,新疆,西北,杨健,P01206,家具,桌子,Hon,培训桌,长方形,是,1849.51,2,0.4,-308.45
A002326,2021-04-01,2021-04-08,邮政,U17965,徐蔓楚,公司,R00008,山东,华东,洪光,P00839,办公,信封,GlobeWeis,局间信封,每套50个,,446.32,2,0.0,182.84
A002565,2018-06-25,2018-06-30,邮政,U18355,夏明媚,公司,R00002,四川,西南,白德伟,P00447,技术,复印,佳能,复印机,彩色,,2952.1,4,0.4,-787.58
A002565,2018-06-25,2018-06-30,邮政,U18355,夏明媚,公司,R00002,四川,西南,白德伟,P01730,家具,椅子,Novimex,椅垫,红色,,473.26,3,0.4,-47.54
A002566,2018-08-08,2018-08-08,顺丰,U15040,施菊,消费者,R00011,福建,华东,洪光,P00907,办公,用品,Elite,开信刀,工业,,269.92,2,0.0,118.72
A002567,2019-03-01,2019-03-01,圆通,U14155,吕欢悦,消费者,R00015,辽宁,东北,楚杰,P01324,办公,信封,GlobeWeis,商业信封,银色,,552.72,6,0.0,120.96
A002568,2021-10-16,2021-10-16,顺丰,U11725,陶聪,消费者,R00001,浙江,华东,洪光,P00224,办公,装订,Acco,打孔机,回收,,256.03,3,0.4,-8.57
A002568,2021-10-16,2021-10-16,顺丰,U11725,陶聪,消费者,R00001,浙江,华东,洪光,P00456,办公,美术,Boston,钢笔,混合尺寸,,97.44,6,0.8,-239.4
A002568,2021-10-16,2021-10-16,顺丰,U11725,陶聪,消费者,R00001,浙江,华东,洪光,P00507,家具,书架,Dania,搁架,白色,,1443.71,3,0.4,-240.91
A001402,2018-05-24,2018-05-27,圆通,U17815,谭乐,消费者,R00003,江苏,华东,洪光,P01509,办公,收纳,Tenex,文件车,单宽度,,2504.32,4,0.0,425.6
A002569,2019-11-20,2019-11-24,邮政,U18565,邵娜,小型企业,R00017,河南,中南,范彩,P00417,家具,椅子,Harbour Creations,扶手椅,可调,,15996.96,8,0.1,6220.48
A001014,2021-05-06,2021-05-08,邮政,U19330,薛强,消费者,R00009,上海,华东,洪光,P01449,办公,系固,OIC,图钉,金属,,66.22,1,0.0,23.1
A001014,2021-05-06,2021-05-08,邮政,U19330,薛强,消费者,R00009,上海,华东,洪光,P00099,办公,器具,Hamilton Beach,冰箱,黑色,,20981.52,9,0.0,628.74
A001014,2021-05-06,2021-05-08,邮政,U19330,薛强,消费者,R00009,上海,华东,洪光,P01689,办公,纸张,Enermax,羊皮纸,多色,,156.8,2,0.0,59.36
A000024,2021-06-19,2021-06-22,邮政,U13900,万虹,消费者,R00007,黑龙江,东北,楚杰,P00297,家具,椅子,Novimex,凳子,黑色,,756.14,1,0.0,143.64
A000024,2021-06-19,2021-06-22,邮政,U13900,万虹,消费者,R00007,黑龙江,东北,楚杰,P00082,办公,装订,Ibico,标签,耐用,,388.64,8,0.0,77.28
A002570,2019-06-11,2019-06-15,邮政,U10150,徐安,消费者,R00007,黑龙江,东北,楚杰,P01459,办公,系固,Stockwell,图钉,混合尺寸,,153.72,3,0.0,28.98
A002570,2019-06-11,2019-06-15,邮政,U10150,徐安,消费者,R00007,黑龙江,东北,楚杰,P01029,办公,器具,Breville,炉灶,红色,,7861.56,3,0.0,2436.84
A002172,2018-09-26,2018-09-30,中通,U12460,万冬露,消费者,R00011,福建,华东,洪光,P00592,办公,收纳,Eldon,盒,工业,,250.6,5,0.0,47.6
A002172,2018-09-26,2018-09-30,中通,U12460,万冬露,消费者,R00011,福建,华东,洪光,P01929,办公,装订,Wilson Jones,装订机,耐用,,203.28,3,0.0,0.0
A002172,2018-09-26,2018-09-30,中通,U12460,万冬露,消费者,R00011,福建,华东,洪光,P01537,办公,收纳,Fellowes,文件夹,工业,,501.76,4,0.0,80.08
A002571,2018-05-05,2018-05-09,邮政,U10765,姚彩,小型企业,R00001,浙江,华东,洪光,P00310,家具,椅子,SAFCO,凳子,红色,是,1880.93,4,0.4,-1034.99
A002571,2018-05-05,2018-05-09,邮政,U10765,姚彩,小型企业,R00001,浙江,华东,洪光,P00442,技术,复印,佳能,复印机,红色,是,6560.57,9,0.4,-4265.35
A002571,2018-05-05,2018-05-09,邮政,U10765,姚彩,小型企业,R00001,浙江,华东,洪光,P01839,家具,桌子,Hon,圆桌,白色,是,2901.36,3,0.6,-1523.34
A002571,2018-05-05,2018-05-09,邮政,U10765,姚彩,小型企业,R00001,浙江,华东,洪光,P00364,办公,装订,Acco,订书机,实惠,是,286.1,2,0.4,-43.18
A002572,2021-08-04,2021-08-05,中通,U21340,陈婉,消费者,R00003,江苏,华东,洪光,P01654,办公,纸张,Enermax,信纸,回收,,438.76,2,0.0,56.84
A002572,2021-08-04,2021-08-05,中通,U21340,陈婉,消费者,R00003,江苏,华东,洪光,P01127,技术,复印,惠普,墨水,彩色,,728.78,2,0.4,48.38
A002572,2021-08-04,2021-08-05,中通,U21340,陈婉,消费者,R00003,江苏,华东,洪光,P00493,办公,收纳,Fellowes,搁板,金属,,3718.12,14,0.0,221.48
A000018,2020-03-05,2020-03-10,邮政,U14440,陶惠,消费者,R00001,浙江,华东,洪光,P00131,办公,用品,Acme,尺子,锯齿状,,150.19,4,0.4,-5.49
A002573,2019-06-02,2019-06-04,圆通,U15610,孔关茵,公司,R00023,天津,华北,殷莲,P01740,技术,电话,苹果,音频基座,混合尺寸,,3168.48,4,0.0,506.8
A002574,2018-04-05,2018-04-09,邮政,U21805,孙雯,公司,R00017,河南,中南,范彩,P01876,家具,椅子,SAFCO,折叠椅,红色,,719.96,2,0.1,63.92
A001550,2019-01-25,2019-01-31,邮政,U10420,郝壁,公司,R00001,浙江,华东,洪光,P00915,办公,用品,Kleencut,开信刀,蓝色,,75.77,1,0.4,-40.43
A002575,2021-01-13,2021-01-19,邮政,U14620,苏江丽,公司,R00004,广东,中南,范彩,P01537,办公,收纳,Fellowes,文件夹,工业,,627.2,5,0.0,100.1
A002576,2018-03-04,2018-03-09,邮政,U14830,陈锦,公司,R00004,广东,中南,范彩,P00674,办公,纸张,Eaton,计划信息表,回收,,478.1,5,0.0,42.7
A002577,2020-07-24,2020-07-29,邮政,U15235,罗君,消费者,R00016,湖北,中南,范彩,P01901,技术,电话,思科,智能手机,混合尺寸,,1187.17,3,0.4,78.79
A002578,2021-10-21,2021-10-21,顺丰,U12265,邱栋,消费者,R00001,浙江,华东,洪光,P01534,办公,收纳,Eldon,文件夹,单宽度,,79.38,1,0.0,25.34
A002578,2021-10-21,2021-10-21,顺丰,U12265,邱栋,消费者,R00001,浙江,华东,洪光,P00119,办公,用品,Fiskars,尺子,工业,,89.88,2,0.4,-37.52
A000746,2020-04-28,2020-05-04,邮政,U13420,洪光,公司,R00001,浙江,华东,洪光,P01653,办公,纸张,SanDisk,信纸,多色,,465.08,2,0.0,125.44
A000746,2020-04-28,2020-05-04,邮政,U13420,洪光,公司,R00001,浙江,华东,洪光,P01670,办公,用品,Kleencut,修剪器,工业,,482.16,4,0.4,-241.36
A002579,2020-08-08,2020-08-12,邮政,U14725,韩杰,消费者,R00010,河北,华北,殷莲,P00782,技术,配件,贝尔金,键盘,回收,,1524.88,4,0.0,670.88
A002579,2020-08-08,2020-08-12,邮政,U14725,韩杰,消费者,R00010,河北,华北,殷莲,P01455,办公,系固,OIC,图钉,每包12个,,441.0,7,0.0,123.48
A002579,2020-08-08,2020-08-12,邮政,U14725,韩杰,消费者,R00010,河北,华北,殷莲,P01273,家具,书架,宜家,墙角架,金属,,1143.52,2,0.0,457.24
A002579,2020-08-08,2020-08-12,邮政,U14725,韩杰,消费者,R00010,河北,华北,殷莲,P01771,办公,美术,Binney & Smith,荧光笔,金属,,749.7,9,0.0,13.86
A000252,2019-08-22,2019-08-25,圆通,U21475,钟伟,小型企业,R00009,上海,华东,洪光,P00298,家具,椅子,Hon,凳子,每套两件,,2322.6,3,0.0,603.54
A000985,2020-03-08,2020-03-10,邮政,U19960,许绅,消费者,R00016,湖北,中南,范彩,P00691,技术,设备,冲电器,计算器,白色,,141.96,1,0.4,-85.26
A000985,2020-03-08,2020-03-10,邮政,U19960,许绅,消费者,R00016,湖北,中南,范彩,P01788,办公,信封,Cameo,邮寄品,每套50个,,1246.56,7,0.0,597.8
A000920,2020-04-24,2020-04-29,邮政,U10750,沈彩,消费者,R00005,江西,华东,洪光,P00640,办公,系固,OIC,回形针,混合尺寸,,277.2,5,0.0,4.9
A000920,2020-04-24,2020-04-29,邮政,U10750,沈彩,消费者,R00005,江西,华东,洪光,P00790,技术,配件,SanDisk,键盘,可编程,,1936.2,5,0.0,0.0
A001592,2021-01-25,2021-01-30,邮政,U13735,潘荷,小型企业,R00009,上海,华东,洪光,P01359,家具,书架,Dania,书架,传统,,3971.94,7,0.0,754.6
A001335,2021-04-23,2021-04-27,邮政,U13630,贺恒,消费者,R00007,黑龙江,东北,楚杰,P01083,办公,信封,Kraft,马尼拉纸信封,回收,,590.1,5,0.0,247.8
A001185,2021-02-06,2021-02-10,中通,U10045,巩嫒,公司,R00024,云南,西南,白德伟,P00791,技术,配件,罗技,键盘,实惠,,338.1,1,0.0,81.06
A001185,2021-02-06,2021-02-10,中通,U10045,巩嫒,公司,R00024,云南,西南,白德伟,P00899,技术,设备,冲电器,卡片打印机,白色,,2439.36,3,0.0,1048.74
A001185,2021-02-06,2021-02-10,中通,U10045,巩嫒,公司,R00024,云南,西南,白德伟,P00744,办公,系固,Stockwell,夹子,混合尺寸,,233.52,3,0.0,69.72
A000281,2020-01-10,2020-01-15,中通,U21820,邹雯,消费者,R00004,广东,中南,范彩,P00307,家具,椅子,Office Star,凳子,黑色,,2881.37,4,0.1,-288.23
A001059,2020-08-16,2020-08-18,中通,U12175,林德伟,公司,R00023,天津,华北,殷莲,P01928,办公,装订,Cardinal,装订机,透明,,248.08,4,0.0,123.76
A001059,2020-08-16,2020-08-18,中通,U12175,林德伟,公司,R00023,天津,华北,殷莲,P00449,技术,复印,佳能,复印机,每套两件,,3669.96,3,0.0,990.78
A001059,2020-08-16,2020-08-18,中通,U12175,林德伟,公司,R00023,天津,华北,殷莲,P00766,办公,用品,Stiletto,剪刀,工业,,235.48,2,0.0,108.08
A001269,2021-05-04,2021-05-10,邮政,U13030,殷凤,小型企业,R00003,江苏,华东,洪光,P01692,办公,纸张,Eaton,羊皮纸,每包12个,,164.36,2,0.0,24.64
A001269,2021-05-04,2021-05-10,邮政,U13030,殷凤,小型企业,R00003,江苏,华东,洪光,P00327,技术,设备,冲电器,电话,白色,,716.18,3,0.4,-346.42
A002580,2020-06-21,2020-06-26,邮政,U16195,韩丽华,消费者,R00014,吉林,东北,楚杰,P00530,技术,复印,Hewlett,个人复印机,彩色,,3399.9,5,0.0,577.5
A002581,2020-04-27,2020-05-02,邮政,U11395,严诚,公司,R00015,辽宁,东北,楚杰,P01789,办公,信封,GlobeWeis,邮寄品,回收,是,522.9,3,0.0,209.16
A001614,2019-05-31,2019-06-04,邮政,U17845,巩珑,消费者,R00008,山东,华东,洪光,P01480,办公,信封,Kraft,外皮和封条,每套50个,,191.24,2,0.0,0.0
A001614,2019-05-31,2019-06-04,邮政,U17845,巩珑,消费者,R00008,山东,华东,洪光,P01174,家具,用具,Rubvermaid,闹钟,优质,,682.92,3,0.0,27.3
A002582,2021-01-31,2021-02-05,邮政,U14935,曾锦,公司,R00008,山东,华东,洪光,P00620,办公,美术,Sanford,画布,金属,,241.64,1,0.0,55.44
A002583,2018-02-17,2018-02-21,圆通,U13180,孟刚,公司,R00023,天津,华北,殷莲,P01088,办公,用品,Elite,美工刀,蓝色,,1302.56,8,0.0,155.68
A002584,2019-05-17,2019-05-19,圆通,U10330,廖保,消费者,R00007,黑龙江,东北,楚杰,P01646,办公,纸张,Enermax,信纸,优质,,1318.8,6,0.0,395.64
A001134,2019-03-05,2019-03-09,中通,U12895,林凤,消费者,R00013,甘肃,西北,杨健,P00883,家具,桌子,Chromcraft,咖啡桌,白色,,3518.59,7,0.6,-1759.69
A001099,2021-11-04,2021-11-08,邮政,U18085,倪幂,消费者,R00031,西藏,西南,白德伟,P00220,办公,装订,Cardinal,打孔机,透明,,263.76,2,0.0,81.76
A001099,2021-11-04,2021-11-08,邮政,U18085,倪幂,消费者,R00031,西藏,西南,白德伟,P00128,办公,用品,Acme,尺子,钢,,225.54,3,0.0,15.54
A001099,2021-11-04,2021-11-08,邮政,U18085,倪幂,消费者,R00031,西藏,西南,白德伟,P01493,办公,器具,Breville,微波炉,红色,,4223.94,3,0.0,210.84
A001099,2021-11-04,2021-11-08,邮政,U18085,倪幂,消费者,R00031,西藏,西南,白德伟,P00005,办公,系固,Stockwell,按钉,每包12个,,312.9,5,0.0,30.8
A001099,2021-11-04,2021-11-08,邮政,U18085,倪幂,消费者,R00031,西藏,西南,白德伟,P00911,办公,用品,Acme,开信刀,钢,,552.72,4,0.0,60.48
A002164,2019-08-15,2019-08-15,圆通,U14170,唐欢悦,消费者,R00018,湖南,中南,范彩,P01543,办公,收纳,Smead,文件夹,金属,,386.4,5,0.0,189.0
A002585,2021-02-25,2021-02-28,圆通,U13870,彭虹,消费者,R00015,辽宁,东北,楚杰,P01686,办公,纸张,施乐,羊皮纸,回收,,491.68,8,0.0,39.2
A002562,2019-04-17,2019-04-24,邮政,U12985,唐凤,消费者,R00017,河南,中南,范彩,P00941,办公,器具,Breville,烤面包机,黑色,是,1065.96,3,0.0,234.36
A002562,2019-04-17,2019-04-24,邮政,U12985,唐凤,消费者,R00017,河南,中南,范彩,P00474,办公,美术,Sanford,钢笔,金属,是,138.43,3,0.2,48.13
A002267,2020-06-04,2020-06-07,圆通,U10885,赵婵,消费者,R00003,江苏,华东,洪光,P00527,技术,复印,Brother,个人复印机,红色,,2765.36,7,0.4,-922.38
A002586,2020-08-28,2020-08-31,邮政,U10720,邵彩,小型企业,R00023,天津,华北,殷莲,P00086,办公,装订,Acco,标签,实惠,,80.08,2,0.0,36.68
A000841,2020-05-24,2020-05-29,圆通,U13735,潘荷,小型企业,R00001,浙江,华东,洪光,P00383,技术,电话,思科,耳机,整包,,743.65,3,0.4,-148.85
A000841,2020-05-24,2020-05-29,圆通,U13735,潘荷,小型企业,R00001,浙江,华东,洪光,P01460,办公,系固,Advantus,图钉,每包12个,,109.37,3,0.4,-22.09
A000818,2021-04-25,2021-05-01,圆通,U15580,薛关茵,消费者,R00001,浙江,华东,洪光,P00414,家具,用具,Advantus,分层置放架,黑色,是,221.51,3,0.4,-22.51
A000818,2021-04-25,2021-05-01,圆通,U15580,薛关茵,消费者,R00001,浙江,华东,洪光,P01947,办公,装订,Cardinal,装订机盖,实惠,是,67.2,2,0.4,4.48
A002587,2020-04-05,2020-04-12,邮政,U10720,邵彩,小型企业,R00007,黑龙江,东北,楚杰,P01922,办公,装订,Acco,装订机,耐用,是,155.4,2,0.0,44.8
A001587,2020-02-13,2020-02-17,中通,U21460,庄伟,小型企业,R00009,上海,华东,洪光,P00589,办公,标签,Hon,合法证物标签,耐用,,210.0,4,0.0,60.48
A001587,2020-02-13,2020-02-17,中通,U21460,庄伟,小型企业,R00009,上海,华东,洪光,P01122,家具,用具,Tenex,门挡,一包多件,,820.4,4,0.0,278.88
A001587,2020-02-13,2020-02-17,中通,U21460,庄伟,小型企业,R00009,上海,华东,洪光,P00842,办公,信封,Cameo,局间信封,回收,,431.48,2,0.0,211.4
A001587,2020-02-13,2020-02-17,中通,U21460,庄伟,小型企业,R00009,上海,华东,洪光,P00095,办公,装订,Ibico,标签,实惠,,166.32,4,0.0,11.2
A001587,2020-02-13,2020-02-17,中通,U21460,庄伟,小型企业,R00009,上海,华东,洪光,P01138,技术,复印,夏普,墨水,数字化,,1736.7,3,0.0,312.48
A001587,2020-02-13,2020-02-17,中通,U21460,庄伟,小型企业,R00009,上海,华东,洪光,P00948,办公,标签,Harbour Creations,可去除的标签,可调,,77.0,2,0.0,8.4
A002588,2019-06-15,2019-06-19,邮政,U17485,袁临耀,消费者,R00001,浙江,华东,洪光,P00361,办公,装订,Avery,订书机,耐用,,281.9,2,0.4,-18.82
A002215,2019-06-15,2019-06-22,邮政,U21175,郝涛,公司,R00026,贵州,西南,白德伟,P01929,办公,装订,Wilson Jones,装订机,耐用,,271.04,4,0.0,0.0
A002589,2018-07-23,2018-07-28,圆通,U14470,邓惠,消费者,R00010,河北,华北,殷莲,P00341,办公,系固,Stockwell,订书钉,整包,,145.74,3,0.0,46.62
A002589,2018-07-23,2018-07-28,圆通,U14470,邓惠,消费者,R00010,河北,华北,殷莲,P00181,技术,复印,佳能,传真机,彩色,,8955.24,6,0.0,3581.76
A002589,2018-07-23,2018-07-28,圆通,U14470,邓惠,消费者,R00010,河北,华北,殷莲,P01054,技术,配件,贝尔金,路由器,回收,,3591.84,3,0.0,1328.88
A001067,2019-04-19,2019-04-21,邮政,U19765,袁荣,公司,R00002,四川,西南,白德伟,P01458,办公,系固,Stockwell,图钉,金属,,111.38,3,0.4,-26.38
A001067,2019-04-19,2019-04-21,邮政,U19765,袁荣,公司,R00002,四川,西南,白德伟,P00218,办公,装订,Ibico,打孔机,实惠,,170.52,2,0.4,-59.92
A001387,2020-03-11,2020-03-11,邮政,U19390,施强,消费者,R00016,湖北,中南,范彩,P01851,家具,桌子,Lesro,圆桌,长方形,,1678.43,2,0.6,-1636.49
